p_value,N,comparison,test,measure
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.0,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.5431200214053204e-44,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.5431200214053204e-44,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.0,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.5431200214053204e-44,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.0,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.0,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.0,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.5431200214053204e-44,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.5431200214053204e-44,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.5431200214053204e-44,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.0,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.5431200214053204e-44,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.5431200214053204e-44,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.5431200214053204e-44,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.6666666666666666,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.4142161782425251,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.2274647249857577e-15,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
1.0,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.3333333333333333,2,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.5431200214053204e-44,2,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.15079365079365079,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.30952380952380953,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.30952380952380953,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
5.413406466297931e-12,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.6904761904761905,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.11607394330990008,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.015873015873015872,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
5.413406466297931e-12,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.09523809523809523,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.5476190476190477,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.6904761904761905,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
0.0033704314473977136,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
1.0,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.30952380952380953,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.15079365079365079,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
0.0033704314473977136,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.15079365079365079,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.8412698412698413,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.5476190476190477,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
0.0033704314473977136,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.42063492063492064,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.42063492063492064,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.09523809523809523,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
5.413406466297931e-12,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.4633438825652173,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
1.0,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.05555555555555555,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
7.522468307632614e-06,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.8412698412698413,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
1.0,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.5476190476190477,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
5.413406466297931e-12,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.015873015873015872,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.20869044313696405,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.15079365079365079,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
7.522468307632614e-06,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.09523809523809523,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.15079365079365079,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.6904761904761905,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
7.522468307632614e-06,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.09523809523809523,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.6904761904761905,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
1.0,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.0,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.2222222222222222,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.15079365079365079,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.8412698412698413,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
5.413406466297931e-12,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.7532980334628383,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.8412698412698413,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
1.0,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.8108397774948316e-08,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
1.0,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
1.0,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
1.0,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
0.0033704314473977136,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.6904761904761905,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.8412698412698413,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.09523809523809523,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
0.0033704314473977136,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.8412698412698413,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.42063492063492064,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.42063492063492064,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
5.413406466297931e-12,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.05555555555555555,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.09523809523809523,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.15079365079365079,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
0.007209570764742528,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.09523809523809523,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
1.0,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.5476190476190477,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.0,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.5476190476190477,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.6904761904761905,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.6904761904761905,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
4.0549927817455744e-30,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.5476190476190477,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.8412698412698413,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.09523809523809523,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
0.0033704314473977136,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
1.0,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.2222222222222222,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.15079365079365079,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.8108397774948316e-08,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.09523809523809523,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.15079365079365079,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.8412698412698413,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
7.190409783550503e-17,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.09523809523809523,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.15079365079365079,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.2222222222222222,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
0.0033704314473977136,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.8412698412698413,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.5476190476190477,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.15079365079365079,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
8.714690347787445e-20,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.2222222222222222,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.2222222222222222,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.8412698412698413,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.0,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.05555555555555555,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.30952380952380953,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.42063492063492064,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
7.522468307632614e-06,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.8412698412698413,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.30952380952380953,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.8412698412698413,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
0.0033704314473977136,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.20869044313696405,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.8412698412698413,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.09523809523809523,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
7.522468307632614e-06,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.5476190476190477,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.4019653583567354,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.5476190476190477,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.0,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.42063492063492064,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
1.0,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.2222222222222222,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
7.522468307632614e-06,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.6904761904761905,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.4019653583567354,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.5476190476190477,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.0,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.5476190476190477,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.03614514204656229,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.8412698412698413,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
1.8108397774948316e-08,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.05555555555555555,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.42063492063492064,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
0.2222222222222222,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body axis ratio
0.0033704314473977136,5,HD_tax1_HD_tax50,ChiSquared,protrusion_binary
0.6904761904761905,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body size microns
0.42063492063492064,5,HD_tax1_HD_tax50,MannWhitneyU,Cell body perimeter microns
